#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus,"Monto modificado","Monto total","Monto pagado a la fecha"
1,"Licitación pública","María Isabel Arvide Limón",2015,"2o Trimestre (Abril-Junio)",,*prueba,"Sin contrato","Sin contrato","Sin contrato","Sin contrato",,,,"$ 0.00",Ciclo_de_Vida_Proyectos.pdf,,,,,,Activo,$0.00,"$ 0.00","$ 0.00"
352,"Adjudicación directa","Radiofonica California S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",005/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 10,446,270.00",005_RADIOFONICA_CALIFORNIA_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 10,446,270.00","$ 0.00"
353,"Adjudicación directa","Organización Editorial Millastro S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",121/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 13,920,000.00",0121_ORGANIZACION_EDITORIAL_MILLASTRO.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 13,920,000.00","$ 0.00"
354,"Adjudicación directa","Crea Actividad Vera S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",205/2015,"Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 1,598,400.00",0205_CREA_ACTIVIDAD_VERA_MENSUAL.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 1,598,400.00","$ 0.00"
355,"Adjudicación directa","Pauco S. de R.L. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",134/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 900,000.00",0134_PAUCO_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 900,000.00","$ 0.00"
356,"Adjudicación directa","Gabriela de Jesus Meneses Chan",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",155/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 401,217.72",0155_GABRIELA_MENESES_CHAN.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 401,217.72","$ 0.00"
357,"Adjudicación directa","Crea Actividad Vera S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",206/2015,"Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 1,065,600.00",0206_CREA_ACTIVIDAD_VERA_MENSUAL.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 1,065,600.00","$ 0.00"
358,"Adjudicación directa","Prime Effect S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",003/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 3,897,600.00",003_PRIME_EFFECT_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 3,897,600.00","$ 0.00"
359,"Adjudicación directa","Organización Editorial Acuario S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",270/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 8,120,000.00",0270_ORGANIZACION_EDITORIAL_ACUARIO_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 8,120,000.00","$ 0.00"
360,"Adjudicación directa","Luis Guillermo Miranda Garcia",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",040/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 464,218.92",040_LUIS_GUILLERMO_MIRANDA_GARCIA.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 464,218.92","$ 0.00"
361,"Adjudicación directa","Publicaciones Zafiro S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",129/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 4,848,480.12",0129_PUBLICACIONES_ZAFIRO_SA_DE_CV.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 4,848,480.12","$ 0.00"
362,"Adjudicación directa","Edna Antonia Ramirez Hernandez",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",082/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 599,400.00",082__EDNA_ANTONIETA_HERNANDEZ_GARCIA.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 599,400.00","$ 0.00"
363,"Adjudicación directa","El universal Compañía Periodística Nacional S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",064/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 12,000,000.00",064_EL_UNIVERSAL.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 12,000,000.00","$ 0.00"
364,"Adjudicación directa","Jose Javier Mendez Camacho",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",181/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 199,800.00",0181_JOSE_JAVIER_MENDEZ_CAMACHO.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 199,800.00","$ 0.00"
365,"Adjudicación directa","Nexos Sociedad Ciencia y Literatura S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",079/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 1,260,595.20",079_NEXOS.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 1,260,595.20","$ 0.00"
366,"Adjudicación directa","Información Integral 24/7 S.A.P.I. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",127/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 2,088,000.00",0127_INFORMACION_INTEGRAL.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 2,088,000.00","$ 0.00"
367,"Adjudicación directa","Centro Internacional de Comercio y Publicidad S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",235/2015,"Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 910,799.88",0235_CENTRO_INTERNACIONAL_DE_COMERCIO_Y_PUBLCIDAD_SA_DE_CV.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 910,799.88","$ 0.00"
368,"Adjudicación directa","José Luis Montañez Aguilar",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",190/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.
 
 ",,,,"$ 2,784,000.00",0190_DIARIO_IMAGEN.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 2,784,000.00","$ 0.00"
369,"Adjudicación directa","Selene Tapia Hernandez",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",154/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 266,400.00",0154_SELENE_TAPIA_HERNANDEZ.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 266,400.00","$ 0.00"
370,"Adjudicación directa","Margarita Mena Gonzalez",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",178/2015,"Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 240,000.00",0178_MARGARITA_MENA_GONZALEZ.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 240,000.00","$ 0.00"
371,"Adjudicación directa","Grupo Editorial Latitud 21 S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",197/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 924,000.00",0197_LATITUD_21_SA_DE_CV.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 924,000.00","$ 0.00"
372,"Adjudicación directa","Talina y Jonathan S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",043/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 556,800.00",043_TALINA_Y_JONATHAN_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 556,800.00","$ 0.00"
373,"Adjudicación directa","Diario La Verdad S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",137/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 6,960,000.00",0137_LA_VERDAD_DE_QUINTANA_ROO_SA_DE_CV.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 6,960,000.00","$ 0.00"
374,"Adjudicación directa","Diario La Verdad S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",147/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 6,960,000.00",0147_LA_VERDAD_DE_QUINTANA_ROO_SA_DE_CV.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 6,960,000.00","$ 0.00"
375,"Adjudicación directa","Jorge Velázquez Trujillo",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",220/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 266,400.00",0220_JORGE_VELAZQUEZ_TRUJILLO.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 266,400.00","$ 0.00"
376,"Adjudicación directa","Promotora Artística Cinco Estrellas S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",044/2015,"<!-- [if gte mso 9]><xml> </xml><![endif]-->
<!-- [if gte mso 9]><xml> Normal 0 21 false false false ES-MX X-NONE X-NONE </xml><![endif]--><!-- [if gte mso 9]><xml> </xml><![endif]--><!-- [if gte mso 10]><![endif]-->
Cobertura Publicitaria del Gobierno del Estado","<!-- [if gte mso 9]><xml> </xml><![endif]-->
<!-- [if gte mso 9]><xml> Normal 0 21 false false false ES-MX X-NONE X-NONE </xml><![endif]--><!-- [if gte mso 9]><xml> </xml><![endif]--><!-- [if gte mso 10]><![endif]-->
El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","<!-- [if gte mso 9]><xml> </xml><![endif]-->
<!-- [if gte mso 9]><xml> Normal 0 21 false false false ES-MX X-NONE X-NONE </xml><![endif]--><!-- [if gte mso 9]><xml> </xml><![endif]--><!-- [if gte mso 10]><![endif]-->
Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 1,809,600.00",044_PROMOTORA_ARTISTICA_5_ESTRELLAS_S.A._DE_C.V..pdf,Administración/UV,,2015,,,Activo,$0.00,"$ 1,809,600.00","$ 0.00"
377,"Adjudicación directa","Televisión y Radio Caribe S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",038/2015,"<!-- [if gte mso 9]><xml> </xml><![endif]-->
<!-- [if gte mso 9]><xml> Normal 0 21 false false false ES-MX X-NONE X-NONE </xml><![endif]--><!-- [if gte mso 9]><xml> </xml><![endif]--><!-- [if gte mso 10]><![endif]-->
Cobertura de  Propaganda Televisiva del Gobierno del Estado","<!-- [if gte mso 9]><xml> </xml><![endif]-->
<!-- [if gte mso 9]><xml> Normal 0 21 false false false ES-MX X-NONE X-NONE </xml><![endif]--><!-- [if gte mso 9]><xml> </xml><![endif]--><!-- [if gte mso 10]><![endif]-->El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado","<!-- [if gte mso 9]><xml> </xml><![endif]-->
<!-- [if gte mso 9]><xml> Normal 0 21 false false false ES-MX X-NONE X-NONE </xml><![endif]--><!-- [if gte mso 9]><xml> </xml><![endif]--><!-- [if gte mso 10]><![endif]-->
Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 6,803,400.00",038_TELEVISION_Y_RADIO_CARIBE_SA_DE_CV_pago_unico.pdf,Administración/UV,,2015,,,Activo,$0.00,"$ 6,803,400.00","$ 0.00"
378,"Adjudicación directa","Turquesa Organización S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",039/2015,"Cobertura de  Propaganda Radiofónica Gobierno del Estado
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 6,803,400.00",039_TURQUESA_ORGANIZACION_SA_DE_CV.pdf,Administración/UV,,2015,,,Activo,$0.00,"$ 6,803,400.00","$ 0.00"
379,"Adjudicación directa","Grupo de Radiofusoras S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",084/2015,"Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 13,920.00",084_GRUPO_DE_RADIODIFUSORAS_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 13,920.00","$ 0.00"
380,"Adjudicación directa","Juan Carlos Martínez Reyes",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",160/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 417,600.00",0160_JUAN_CARLOS_MARTINEZ_REYES.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 417,600.00","$ 0.00"
