#,"Número de factura",Proveedor,Contrato,Orden,Ejercicio,Trimestre,Monto,"Archivo factura en PDF (Vínculo al archivo)","Archivo factura en XML (Vínculo al archivo)","Fecha de erogación",Estatus
1852,"A 175/NOVIEMBRE","Jorge Antonio Castro Noriega",076/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23369.24,A_175-NOVIEMBRE.pdf,,2017-11-17,Activo
1853,"A 177/DICIEMBRE","Jorge Antonio Castro Noriega",076/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",46748.00,A_177-DICIEMBRE.pdf,,2017-12-31,Activo
1854,"A 178/DICIEMBRE","Jorge Antonio Castro Noriega",076/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",29882.76,A_178-DICIEMBRE.pdf,,2017-12-31,Activo
1855,"A 179/DICIEMBRE","Jorge Antonio Castro Noriega",076/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23369.24,A_179-DICIEMBRE.pdf,,2017-12-31,Activo
1856,"A 314/NOVIEMBRE","Promocenter Comunicación S.A. de C.V.",001-2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",232000.00,A_314-NOVIEMBRE.pdf,,2017-11-30,Activo
1857,"A 318/DICIEMBRE","Promocenter Comunicación S.A. de C.V.",001-2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",232000.00,A_318-DICIEMBRE.pdf,,2017-12-31,Activo
1858,27/NOVIEMBRE,"Nukleo Web S.A. de C.V.",011/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",348000.00,27-NOVIEMBRE.pdf,,2017-11-30,Activo
1859,"023 K/NOVIEMBRE","Kevin Christian Garcia Hernandez",038/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",139200.00,023_K-NOVIEMBRE.pdf,,2017-11-30,Activo
1860,"024 K/DICIEMBRE","Kevin Christian Garcia Hernandez",038/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",139200.00,024_K-DICIEMBRE.pdf,,2017-12-31,Activo
1861,275/NOVIEMBRE,"Juan Pablo Peraza Cárdenas",079/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",34800.00,275-NOVIEMBRE.pdf,,2017-11-30,Activo
1862,276/DICIEMBRE,"Juan Pablo Peraza Cárdenas",079/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",34800.00,276-DICIEMBRE.pdf,,2017-12-31,Activo
1863,292/SEPTIEMBRE,"Yvette Hesse Espinoza",081/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",23200.00,292-SEPTIEMBRE.pdf,,2017-09-30,Activo
1864,296/OCTUBRE,"Yvette Hesse Espinoza",081/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23200.00,296-OCTUBRE.pdf,,2017-10-31,Activo
1865,298/NOVIEMBRE,"Yvette Hesse Espinoza",081/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23200.00,298-NOVIEMBRE.pdf,,2017-11-30,Activo
1866,299/DICIEMBRE,"Yvette Hesse Espinoza",081/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23200.00,299-DICIEMBRE.pdf,,2017-12-31,Activo
1867,237/DICIEMBRE,"Clara Elena Angulo López",082/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",50000.00,237-DICIEMBRE.pdf,,2017-12-31,Activo
1868,167/ENERO,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",35000.00,167-ENERO.pdf,,2017-01-31,Activo
1869,168/FEBRERO,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",35000.00,168-FEBRERO.pdf,,2017-02-28,Activo
1870,169/MARZO,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",35000.00,169-MARZO.pdf,,2017-03-31,Activo
1871,193/ABRIL,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",35000.00,193-ABRIL.pdf,,2017-04-30,Activo
1872,195/MAYO,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",35000.00,195-MAYO.pdf,,2017-05-31,Activo
1873,196/JUNIO,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",35000.00,196-JUNIO.pdf,,2017-06-30,Activo
1874,207/JULIO,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",35000.00,207-JULIO.pdf,,2017-07-31,Activo
1875,208/AGOSTO,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",35000.00,208-AGOSTO.pdf,,2017-08-30,Activo
1876,209/SEPTIEMBRE,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",35000.00,209-SEPTIEMBRE.pdf,,2017-09-30,Activo
1877,224//OCTUBRE,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",35000.00,224-OCTUBRE.pdf,,2017-10-31,Activo
1878,234/NOVIEMBRE,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",35000.00,234-NOVIEMBRE.pdf,,2017-11-30,Activo
1879,238/DICIEMBRE,"Clara Elena Angulo López",083/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",35000.00,238-DICIEMBRE.pdf,,2017-12-31,Activo
1880,66/DICIEMBRE,"El Informante QR S.A. de c.v.",036/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",104400.00,66-DICIEMBRE.pdf,,2017-12-30,Activo
1881,67/DICIEMBRE,"El Informante QR S.A. de c.v.",036/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",34800.00,67-DICIEMBRE.pdf,,2017-12-30,Activo
1882,68/DICIEMBRE,"El Informante QR S.A. de c.v.",036/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",34800.00,68-DICIEMBRE.pdf,,2017-12-30,Activo
1883,B45/NOVIEMBRE,"Jesús Cruz Martínez",023/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",19720.00,B45-NOVIEMBRE.pdf,,2017-11-17,Activo
1884,B46/NOVIEMBRE,"Jesús Cruz Martínez",023/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",15080.00,B46-NOVIEMBRE.pdf,,2017-11-30,Activo
1885,B47/NOVIEMBRE,"Jesús Cruz Martínez",023/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23200.00,B47-NOVIEMBRE.pdf,,2017-11-25,Activo
1886,B48/DICIEMBRE,"Jesús Cruz Martínez",023/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23200.00,B48-DICIEMBRE.pdf,,2017-12-20,Activo
1887,B49/DICIEMBRE,"Jesús Cruz Martínez",023/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",34800.00,B49-DICIEMBRE.pdf,,2017-12-30,Activo
1888,"G 038/NOVIEMBRE","Hugo Ariel Martoccia",037/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",44080.00,G_038-NOVIEMBRE.pdf,,2017-11-30,Activo
1889,"G 039/NOVIEMBRE","Hugo Ariel Martoccia",037/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",9280.00,G_039-NOVIEMBRE.pdf,,2017-11-17,Activo
1890,"G 040/NOVIEMBRE","Hugo Ariel Martoccia",037/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",4640.00,G_040-NOVIEMBRE.pdf,,2017-11-30,Activo
1891,"G 041/DICIEMBRE","Hugo Ariel Martoccia",037/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",13920.00,G_041-DICIEMBRE.pdf,,2017-12-31,Activo
1892,"G 042/DICIEMBRE","Hugo Ariel Martoccia",037/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",44080.00,G_042-DICIEMBRE.pdf,,2017-12-31,Activo
1893,"A 23/NOVIEMBRE","Grupo Farias JKR del Caribe S.a. de C.V.",048/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",10053.25,A_23-NOVIEMBRE.pdf,,2017-11-30,Activo
1894,"A 24/DICIEMBRE","Grupo Farias JKR del Caribe S.a. de C.V.",048/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23200.00,A_24-DICIMBRE.pdf,,2017-12-30,Activo
1895,"A 22/NOVIEMBRE","Grupo Farias JKR del Caribe S.a. de C.V.",048/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",13146.74,A_22-NOVIEMBRE.pdf,,2017-11-17,Activo
1896,33/NOVIEMBRE,"Zuleika Marisol Caceres G Canton",065/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",20000.00,33-NOVIEMBRE.pdf,,2017-11-30,Activo
1897,36/NOVIEMBRE,"Zuleika Marisol Caceres G Canton",065/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",8666.66,36-NOVIEMBRE.pdf,,2017-11-30,Activo
1898,1205/NOVIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",64508.06,1205-NOVIEMBRE.pdf,,2017-11-13,Activo
1899,"G 026/SEPTIEMBRE","Hugo Ariel Martoccia",037/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",44080.00,G_026-SEPTIEMBRE.pdf,,2017-09-30,Activo
1900,37/NOVIEMBRE,"Zuleika Marisol Caceres G Canton",065/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",11333.34,37-NOVIEMBRE_bi0sz6mdi2mt.pdf,,2017-11-17,Activo
1901,38/DICIEMBRE,"Zuleika Marisol Caceres G Canton",065/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",20000.00,38-DICIEMBRE.pdf,,2017-12-31,Activo
1902,39/DICIEMBRE,"Zuleika Marisol Caceres G Canton",065/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",20000.00,39-DICIEMBRE.pdf,,2017-12-31,Activo
1903,1171/AGOSTO,"Meta Medio S.C.",040/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",48381.05,1171-AGOSTO.pdf,,2017-08-13,Activo
1904,"A 243/OCTUBRE","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",69600.00,A_243-OCTUBRE.pdf,,2017-10-24,Activo
1905,"A 244/OCTUBRE","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",17400.00,A_244-OCTUBRE.pdf,,2017-10-30,Activo
1906,"A 245/NOVIEMBRE","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",49300.00,A_245-NOVIEMBRE.pdf,,2017-11-17,Activo
1907,"A 246/NOVIEMBRE","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",37700.00,A_246-NOVIEMBRE.pdf,,2017-11-30,Activo
1908,"A 247/DICIEMBRE","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",87000.00,A_247-DICIEMBRE.pdf,,2017-12-30,Activo
1909,"A 241/SEPTIEMBRE","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",46400.00,A_241-SEPTIEMBRE.pdf,,2017-09-30,Activo
1910,4142/JULIO,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",506688.00,4142-JULIO.pdf,,2017-07-31,Activo
1911,4143/JULIO,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",1495936.00,4143-JULIO.pdf,,2017-07-31,Activo
1912,4166/AGOSTO,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",497640.00,4166-AGOSTO.pdf,,2017-08-28,Activo
1913,4167/AGOSTO,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",904800.00,4167-AGOSTO.pdf,,2017-08-31,Activo
1914,4168/AGOSTO,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",600184.00,4168-AGOSTO.pdf,,2017-08-31,Activo
1915,4226/SEPTIEMBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",904800.00,4226-SEPTIEMBRE.pdf,,2017-09-30,Activo
1916,4227/SEPTIEMBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",887400.00,4227-SEPTIEMBRE.pdf,,2017-09-15,Activo
1917,4228/SEPTIEMBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",25549.00,4228-SEPTIEMBRE.pdf,,2017-12-20,Activo
1918,4229/SEPTIEMBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",184875.00,4229-SEPTIEMBRE.pdf,,2017-09-30,Activo
1919,4232/OCTUBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",156600.00,4232-OCTUBRE.pdf,,2017-10-31,Activo
1920,4233/OCTUBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",1206400.00,4233-OCTUBRE.pdf,,2017-10-31,Activo
1921,4234/OCTUBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",542880.00,4234-OCTUBRE.pdf,,2017-10-15,Activo
1922,4257/OCTUBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",96744.00,4257-OCTUBRE.pdf,,2017-10-30,Activo
1923,4239/NOVIEMBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",1402440.00,4239-NOVIEMBRE.pdf,,2017-11-30,Activo
1924,4240/NOVIEMBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",600184.00,4240-NOVIEMBRE.pdf,,2017-11-28,Activo
1925,65/OCTUBRE,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",29491.53,65-OCTUBRE.pdf,,2017-10-30,Activo
1926,67/NOVIEMBRE,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",83559.32,67-NOVIEMBRE.pdf,,2017-11-17,Activo
1927,68/NOVIEMBRE,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",63898.31,68-NOVIEMBRE.pdf,,2017-11-30,Activo
1928,73/OCTUBRE,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",117966.10,73-OCTUBRE.pdf,,2017-10-24,Activo
1929,74/NOVIEMBRE,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",142542.37,74-NOVIEMBRE.pdf,,2017-11-29,Activo
1930,75/DICIEMBRE,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",147457.63,75-DICIEMBRE.pdf,,2017-12-30,Activo
1931,76/DICIEMBRE,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",142542.37,76-DICIEMBRE.pdf,,2017-12-29,Activo
1932,77/OCTUBRE,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",142542.37,77-OCTUBRE.pdf,,2017-10-29,Activo
1933,371/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",135198.00,371-OCTUBRE.pdf,,2017-10-29,Activo
1934,372/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",135198.00,372-OCTUBRE.pdf,,2017-10-17,Activo
1935,373/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",77256.00,373-OCTUBRE.pdf,,2017-10-30,Activo
1936,374/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",19314.00,374-OCTUBRE.pdf,,2017-10-24,Activo
1937,375/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",25782.16,375-OCTUBRE.pdf,,2017-10-23,Activo
1938,377/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",115884.00,377-OCTUBRE.pdf,,2017-10-25,Activo
1939,378/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",77256.00,378-OCTUBRE.pdf,,2017-10-20,Activo
1940,379/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",77256.00,379-OCTUBRE.pdf,,2017-10-31,Activo
1941,382/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",154512.00,382-OCTUBRE.pdf,,2017-10-31,Activo
1942,383/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",38628.00,383-OCTUBRE.pdf,,2017-10-12,Activo
1943,384/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",25782.16,384-OCTUBRE.pdf,,2017-10-09,Activo
1944,385/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",115884.00,385-OCTUBRE.pdf,,2017-10-12,Activo
1945,386/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",33417.28,386-OCTUBRE.pdf,,2017-10-04,Activo
1946,387/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",45646.00,387-OCTUBRE.pdf,,2017-10-06,Activo
1947,388/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",36516.80,388-OCTUBRE.pdf,,2017-10-29,Activo
1948,389/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",77256.00,389-OCTUBRE.pdf,,2017-10-24,Activo
1949,390/OCTUBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",135198.00,390-OCTUBRE.pdf,,2017-10-29,Activo
1950,5488/SEPTIEMBRE,"Comercializadora digital radio S.A, S.A. de C.V.",042/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",3016.00,5488-SEPTIEMBRE.pdf,,2017-09-30,Activo
1951,5339/AGOSTO,"Comercializadora digital radio S.A, S.A. de C.V.",042/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",1508.00,5339-AGOSTO.pdf,,2017-08-31,Activo
1952,48/JUNIO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",41167.01,48_JUNIO.pdf,,2017-06-30,Activo
1953,402/NOVIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",135198.00,402-NOVIEMBRE.pdf,,2017-11-17,Activo
1954,404/NOVIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",96570.00,404-NOVIEMBRE.pdf,,2017-11-29,Activo
1955,405/NOVIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",77256.00,405-NOVIEMBRE.pdf,,2017-11-07,Activo
1956,406/NOVIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",386280.00,406-NOVIEMBRE.pdf,,2017-11-30,Activo
1957,407/NOVIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",136590.00,407-NOVIEMBRE.pdf,,2017-11-24,Activo
1958,408/NOVIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",173826.00,408-NOVIEMBRE.pdf,,2017-11-17,Activo
1959,409/NOVIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",96570.00,409-NOVIEMBRE.pdf,,2017-11-28,Activo
1960,410/NOVIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",96570.00,410-NOVIEMBRE.pdf,,2017-11-23,Activo
1961,411/NOVIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",96570.00,411-NOVIEMBRE.pdf,,2017-11-29,Activo
1962,442/NOVIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",96570.00,442-NOVIEMBRE.pdf,,2017-11-29,Activo
1963,422/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",193140.00,422-DICIEMBRE.pdf,,2017-12-29,Activo
1964,423/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",193140.00,423-DICIEMBRE.pdf,,2017-12-28,Activo
1965,424/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",96570.00,424-DICIEMBRE.pdf,,2017-12-29,Activo
1966,425/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",96570.00,425-DICIEMBRE.pdf,,2017-12-28,Activo
1967,426/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",77256.00,426-DICIEMBRE.pdf,,2017-12-06,Activo
1968,427/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",115884.00,427-DICIEMBRE.pdf,,2017-12-08,Activo
1969,428/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",77256.00,428-DICIEMBRE.pdf,,2017-12-14,Activo
1970,429/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",77256.00,429-DICIEMBRE.pdf,,2017-12-15,Activo
1971,430/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",212454.00,430-DICIEMBRE.pdf,,2017-12-15,Activo
1972,431/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",251082.00,431-DICIEMBRE.pdf,,2017-12-29,Activo
1973,432/DICIEMBRE,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",1392.00,432-DICIEMBRE.pdf,,2017-12-09,Activo
1974,107/SEPTIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",61721.28,107-SEPTIEMBRE.pdf,,2017-09-30,Activo
1975,108/SEPTIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",61721.28,108-SEPTIEMBRE.pdf,,2017-09-21,Activo
1976,109/SEPTIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",90010.20,109-SEPTIEMBRE.pdf,,2017-09-18,Activo
1977,111/SEPTIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",164590.08,111-SEPTIEMBRE.pdf,,2017-09-17,Activo
1978,112/SEPTIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",77929.96,112-SEPTIEMBRE_bi61uncoze5m.pdf,,2017-09-24,Activo
1979,120/SEPTIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",240027.20,120-SEPTIEMBRE.pdf,,2017-09-14,Activo
1980,113/OCTUBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",102729.60,113-OCTUBRE_371ojda5ziw4c.pdf,,2017-10-31,Activo
1981,114/OCTUBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",154303.20,114-OCTUBRE.pdf,,2017-10-31,Activo
1982,115/OCTUBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",111441.20,115-OCTUBRE.pdf,,2017-10-31,Activo
1983,116/OCTUBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",111441.20,116-OCTUBRE.pdf,,2017-10-31,Activo
1984,117/OCTUBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",111441.20,117-OCTUBRE.pdf,,2017-10-31,Activo
